,name,date,content
0,겨울에 더 심해지는 탈모…모발이식 받을 때 체크포인트,2020.12.10,"겨울철 유독 탈모가 더 심해진다는 사람들을 많이 볼 수 있다. 겨울이 되면 춥고 건조한 날씨가 이어 지면서 두피를 예민하게 만들고, 두피 내 수분과 영양공급이 부족해지기 쉬우므로 탈모에 대한 주의가 필요하다. 또한, 봄, 가을에 비해 일조량이 감소해 탈모의 주원인인 테스토스테론 분비를 일시적으로 증가시켜 탈모를 유발하기도 한다. 그러므로 겨울철에는 탈모 예방과 두피, 모발 관리에 특별히 더 신경 써야 한다.

그렇다면, 겨울철 더 심해지는 탈모 고민은 어떻게 해결할 수 있을까?

대전 모담의원 김흥노 원장은 “겨울철 더 심해지는 탈모로 인해 심리적인 고민이 늘어난다면 탈모가 더 악화 될 수 있다. 이러한 경우에는 모발이식으로 탈모의 근본적인 원인을 해결하는 것이 방법이 될 수도 있다”고 조언했다.

최근 들어 연령대와 성별을 구분하지 않고 모발이식 수술을 진행하는 탈모인들이 늘어나고 있다. 모발이식은 자신의 건강한 모발을 채취해 탈모가 진행된 부위에 이식하는 원리다. 크게 두 가지 종류로 절개 모발이식과 비절개 모발이식으로 나뉘고 있으며, 두 방식은 개인에 따라서 그 장단점이 달라질 수 있으므로 자신에게 맞는 방법과 병원을 선택하는 것이 바람직하다.

그 중 무삭발 비절개 모발이식 방식은 수술시 절개를 하지 않아 통증과 흉터가 적고, 국소마취로 진행하기 때문에 환자들이 수술 후 일상생활에 원활히 복귀할 수 있다.

▲김흥노 원장 (사진=모담의원 제공)

병원을 선택할 때에는 원장과 1:1 맞춤 상담으로 환자의 모발 상태, 외모, 이미지 등을 고려해 개인 맞춤형 디자인을 할 수 있는 곳인지를 살펴보아야 한다. 더불어 풍부한 임상경험을 가지고 있는 의료진과 국내외 인정받은 의료진이 상주하고 수술을 진행하는 곳인지 확인하는 것도 필요하다. 또한, 수술시 모낭수 카운터링으로 모낭과 모수 확인이 가능하며, 철저한 위생관리 속에서 수술이 이뤄지는 지도 놓쳐서는 안될 중요한 사항이다.

이뿐만 아니라 수술 결과가 상담시 예상했던 것과 일정 부분 이상의 차이가 있을 경우 무상 재수술이 이루어지는지 등 어떠한 서비스를 제공하는 지도 살펴보아야 한다.

김흥노 원장은 또 “성공적인 모발이식을 위해서는 수술 후 철저한 사후관리 또한 중요하기에 케어 프로그램이 잘 이루어지고 있는지도 꼼꼼하게 확인한다면 겨울철 탈모 고민 해결을 위해 본인에게 적합한 병원을 선택하는 데에 도움이 될 수 있다”고 조언했다.

메디컬투데이 김준수 기자 junsoo@mdtoday.co.kr
* Copyright ⓒ 메디컬투데이 All Rights Reserved.
* 본 기사의 내용은 헬스조선의 편집방향과 일치하지 않을 수도 있습니다."
1,겨울에도 주의해야 하는 ‘유행성 결막염’…손 씻기 등 위생관리 중요,2020.12.10,"유행성 결막염은 아데노바이러스 감염에 의해 각막과 결막에 염증이 생긴 것을 의미한다. 이러한 유행성 결막염은 봄이나 여름 등 기온이 높아지는 시기에 발병하기 쉬운 것으로 알려졌으나, 겨울에도 자주 발생할 수 있는 만큼 주의를 기울여야 한다.

유행성 결막염이 겨울에 나타나는 이유는 미세먼지나 모래 등과 같은 이물질, 공기 중에 떠다니는 각종 바이러스와 세균들 때문이다. 겨울에는 차가운 공기가 들어오지 않도록 창문을 닫고 생활하게 되는데, 이때 환기되지 못한 실내의 공기가 눈을 자극하고 염증을 유발하는 것이다.

유행성 결막염의 증상은 일반적으로 눈의 통증, 이물감, 눈곱, 눈물 등 분비물 증가, 가려움 증 등이 있다. 유행성 결막염은 특별한 치료법이 없기 때문에 예방하는 것이 가장 중요하다. 최대한 손으로 눈을 만지지 않는 게 좋고, 손을 깨끗하게 씻는 등 위생 관리를 철저하게 하는 것이 최선의 방법인 것.

▲천보영 원장 (사진=BGN밝은눈안과 제공)

그러나 이미 증상이 발생했다면 눈을 비비는 것을 삼가고 눈이 몹시 가렵다면 냉찜질을 하거나 찬물로 눈 주위를 씻어주는 것으로 증상을 호전시킬 수 있다. 또한 2차 전염을 막기 위해 즉시 안과를 찾아 적절한 치료를 받는 것이 중요하다.

BGN밝은눈안과 강남교보타워점 천보영 원장은 “만약 유행성 결막염이 의심되는 상태라면 발병 후 약 2주 동안은 전염력이 있기 때문에 타인과 접촉을 피하고 예방수칙을 준수하는 것이 좋다. 특히 미세먼지나 모래 바람이 심한 날씨에는 각종 안질환에 노출될 가능성이 높으므로 야외활동을 삼가는 것이 좋고, 눈에 들어간 먼지를 제거할 때는 흐르는 물로 씻거나 인공눈물, 안약 등을 점안하는 것이 도움된다”고 조언했다.

메디컬투데이 김준수 기자 junsoo@mdtoday.co.kr
* Copyright ⓒ 메디컬투데이 All Rights Reserved.
* 본 기사의 내용은 헬스조선의 편집방향과 일치하지 않을 수도 있습니다."
2,겨울철 저하된 피부 탄력 위해 얇아진 진피층 강화 중요,2020.12.10,"건조한 날씨가 지속되는 겨울철은 저하되는 피부 탄력을 조금이나마 막고자 다양한 형태의 리프팅 시술과 함께 피부과를 알아보는 사람들이 많아지는 시즌이다. 피부 탄력 저하의 원인에는 상당히 다양한 것들이 있지만, 그 중에서도 가장 흔한 요소라고 한다면 콜라겐 감소와 진피가 얇아짐에 따라 발생하는 것으로도 잘 알려져 있다.

우리의 피부는 지속적으로 피부 탄력이 저하됨에 따라 눈가나 팔자 등의 부위에 깊은 주름을 남기기도 하는데, 이를 효과적으로 해결할 수 있는 방법으로 리프팅 시술을 찾는 수요도 늘고 있다.

글로브를 이용한 글로브 리프팅도 그 중 하나다. 글로브 리프팅은 ‘지웨이브(G-Wave)’라는 이름으로도 불린다. 나이가 듦에 따라 얇아진 진피층을 리빌딩하고(Re-building) 피부 건강적인 측면을 강화하는 효과를 가지고 있다. 따라서, 피부 탄력 저하를 점진적으로 예방할 수 있을 뿐만 아니라, 피부 탄력 저하의 직접적인 원인이 되는 노화된 섬유아세포를 탈락시키고 콜라겐을 증대해 탄력적인 피부로의 개선이 가능한 시술이다. 이는 비수술적인 방식의 새로운 리프팅 시술이다. 현존하는 레이저 리프팅 시술과는 달리 고주파가 진피에 직접적으로 전달돼 이를 통해 세포 분열 및 증식과 함께 새로운 섬유아세포를 생성하는 효과를 가지고 있다.

▲강군현 원장 (사진=닥터화이트의원 제공)

겨울철 저하된 피부 탄력을 보다 효과적으로 끌어올리기 위해서는 반드시 얇아진 진피층의 강화가 필수적이다. 이는 콜라겐을 증가시키는 효과와도 직접적인 연관성이 있다. 노화가 가속화되면 콜라겐과 피부에 필요한 요소들이 생산과 분해의 균형이 깨지게 되는 상태가 된다. 쉽게 말해 콜라겐뿐만 아니라, 피부 필수 요소들이 감소하게 된다. 그런데 글로브 리프팅은 피부 탄력 증강에 있어 가장 필요한 피부 요소들과 콜라겐을 생성하게 된다. 또한, 이 시술은 심부열을 타겟으로 한 열에너지 발생의 원리를 기반으로 하기 때문에 손상된 피부 조직을 새롭게 생성해내는 효과가 있다. 뿐만 아니라 원활한 혈액순환의 과정을 돕고 림프절을 자극해 이를 통해 영양분 공급과 함께 림프구를 통해 면역력을 증진하는 효과를 가지고 있다.

닥터화이트의원 강군현 원장은 “리프팅 시술을 알아볼 때 발전된 시술의 선택도 중요하지만 숙련된 시술자에게 가장 적합한 진단을 통해 시술을 받는 것이 가장 중요하다”고 말했다.

메디컬투데이 고동현 기자 august@mdtoday.co.kr
* Copyright ⓒ 메디컬투데이 All Rights Reserved.
* 본 기사의 내용은 헬스조선의 편집방향과 일치하지 않을 수도 있습니다."
3,"롯데칠성음료, 한정판 ‘칸타타 콘트라베이스 겨울스페셜 패키지’ 출시",2020.12.09,"▲ 콘트라베이스 겨울스페셜 패키지 (사진= 롯데칠성음료 제공)

롯데칠성음료가 겨울 시즌을 맞아 연말연시의 설렘과 행복을 담은 한정판 ‘칸타타 콘트라베이스 겨울스페셜 패키지’를 선보였다고 9일 밝혔다.

이 제품은 프리미엄 RTD 커피 브랜드 ‘칸타타’에 새로움과 재미를 더해 소비자에게 색다른 즐거움을 전달하고자 2016년부터 매 겨울 시즌에 선보이는 한정판 제품으로, 올해 5번째로 출시됐다.

이번 칸타타 겨울 패키지는 추운 겨울을 포근하게 감싸주는 듯한 느낌을 살린 ‘니팅(knitting, 뜨개질) 스타일’로 디자인 되었으며, 대용량 RTD 페트병 커피 브랜드인 칸타타 콘트라베이스 블랙, 라떼, 스위트블랙 총 3종에 적용된다.

콘트라베이스 블랙에는 산타가 눈 내리는 밤에 썰매를 타고 루돌프와 함께 선물을 전하러 가는 모습을 담았으며, 라떼는 크리스마스 트리와 눈사람으로 꾸며진 행복 가득한 집 앞의 겨울 풍경으로 꾸며졌다. 스위트블랙은 따스함이 느껴지는 빨간색 배경에 초록색 트리가 어우러져 크리스마스 분위기를 한껏 살린 점이 특징이다.

롯데칠성음료 관계자는 “겨울에만 만나볼 수 있는 칸타타 겨울스페셜 패키지는 커피 애호가 뿐만 아니라 특별한 패키지 디자인을 소장하고 싶은 소비자에게도 큰 인기를 얻을 것으로 기대된다.”라고 말했다.

한편, 칸타타는 2007년 4월 출시된 이후 매년 꾸준한 성장세를 보이며 2019년 기준으로 누적 매출 약 1조 4700억 원을 기록한 국내 프리미엄 RTD 커피 1등 브랜드다. 롯데칠성음료는 소비자 니즈를 반영한 제품 개발을 비롯해 고객과 소통할 수 있는 다양한 마케팅 활동으로 1등 브랜드의 명성을 이어나가고 있다.

메디컬투데이 고동현 기자 august@mdtoday.co.kr
* Copyright ⓒ 메디컬투데이 All Rights Reserved.
* 본 기사의 내용은 헬스조선의 편집방향과 일치하지 않을 수도 있습니다."
4,"전남약사회, 겨울내의 기탁 ‘훈훈’",2020.12.09,"[의학신문·일간보사=차원준 기자] 전라남도약사회는 8일 전남도청에서 김영록 전남지사, 윤서영 전남도약사회장, 노동일 사회복지공동모금회 전남지회장이 참석한 가운데 3천600만원 상당의 겨울 내의 1천 벌을 기탁했다.
출처:의학신문
윤서영 전남약사회장은 ""코로나19 위기를 극복하기 위해 노력 중인 전남도에 감사하다""며 ""지속적인 사회공헌사업으로 지역사회 소외계층 등 어려운 이웃들과 함께하는 전남약사회가 되도록 노력하겠다""고 말했다.
김영록 전남지사는 ""이번에 기탁받은 내의는 도내 노인복지시설 65곳에 전달할 예정이다""며 ""어려워지는 경제 사정으로 추운 겨울을 보낼 소외된 어르신들에게 온정의 손길이 전달되길 기대한다""고 말했다.
한편 전남도약사회는 2004년부터 어려운 이웃을 돕기 위해 '함께 사랑 나누기', '약손사랑 착한약국 캠페인' 등을 추진 중이며 올해 집중호우로 피해를 본 도내 5개 지자체에 긴급구호 의약품을 지원하는 등 나눔활동에 앞장서고 있다.

의학신문 의학신문 차원준 기자 chamedi7@bosa.co.kr
* Copyright ⓒ 의학신문 All Rights Reserved.
* 본 기사의 내용은 헬스조선의 편집방향과 일치하지 않을 수도 있습니다."
5,"동작구, 겨울방학 대학생·고등학생 아르바이트 모집",2020.12.08,"▲여름방학 대학생 아르바이트에 참여한 학생의 모습 (사진=동작구 제공)

동작구가 오는 9일부터 15일까지 겨울방학 대학생 및 고등학생 아르바이트 지원자 50명을 모집한다고 8일 밝혔다.

구는 지난해부터 서울시 자치구 최초로 대학생뿐만 아니라 고등학생 아르바이트를 모집해 일자리 제공을 통한 경제적 도움을 주고 사회경험의 기회를 열어주고 있다.

모집인원은 50명(대학생 40명, 고등학생 10명)으로, 동작구에 주민등록이 되어 있는 전문대 또는 4년제 대학생이나 고등학생이면 누구나 구 홈페이지를 통해 신청 가능하다.

단, 대학생의 경우 모집정원의 30%를 사회취약계층 지원자로 선발하며 고등학생은 사회취약계층을 우선하고 미달 시 일반선발로 진행한다.

전산공개추첨 방식으로 최종 대상자를 선정하며, 추첨결과는 12월 22일 오전 9시 30분 구 홈페이지 게시 및 개별문자로 안내할 예정이다.

선발된 대학생들은 내년 1월 12일부터 2월 9일까지 21일 간, 고등학생들은 1월 18일(월)부터 1월 29일까지 10일간 근무하게 되며, 시간은 오전 9시부터 오후 3시까지 주 5일이다.

▲희망업무분야 ▲통근거리 ▲전공 등을 고려해 부서에 최종 배치해 구청, 동주민센터, 산하기관 등에서 ▲행정업무보조 ▲민원안내 ▲운영업무지원 등의 업무를 수행하게 된다.

급여는 2021년도 동작구 생활임금을 적용해 1일 기준 5만3510원(중식비 포함)으로 만근 시 대학생은 133만 7750원, 고등학생은 58만 8610원을 받을 수 있다.

구는 코로나19 감염병 확산 차단을 위해 참가 학생들을 대상으로 근무시작일 이전에 코로나 검사를 실시하고 ▲마스크 착용 ▲발열 확인 ▲손 세정제 사용 등 아르바이트 활동 중 지켜야 할 방역수칙을 수시 강조하고 이행여부를 철저히 체크할 계획이다.

기타 자세한 사항은 자치행정과로 문의하면 안내받을 수 있다.

최환봉 자치행정과장은 “이번 겨울방학 아르바이트가 코로나19 장기화로 심리적·경제적 어려움을 겪고 있는 학생들에게 도움이 되길 기대한다”며 “관심 있는 학생들의 많은 참여를 바란다”고 말했다.

메디컬투데이 손수경 기자 010tnrud@mdtoday.co.kr
* Copyright ⓒ 메디컬투데이 All Rights Reserved.
* 본 기사의 내용은 헬스조선의 편집방향과 일치하지 않을 수도 있습니다."
6,심뇌혈관질환 사망자 겨울에 특히 많다,2020.12.08,"[헬스코리아뉴스 / 박민주] 지난 10년간 심뇌혈관질환으로 인한 사망자는 여름철보다 기온이 급격히 떨어지는 겨울과 일교차가 큰 3월에 더 많은 것으로 나타났다. 기온이 내려가면 몸의 혈관이 급격하게 수축되고, 혈압이 상승해 심뇌혈관질환 중 심근경색이나 뇌졸중이 많이 발생한다.
질병관리청은 7일 기온이 급격히 떨어지는 겨울철에는 특히 심뇌혈관질환을 주의해야하며 조기증상이 나타나면 즉시 119에 연락하여 신속히 가깝고 큰 병원 응급실에 가야한다고 당부했다.
허혈성 심장질환 월별 사망자수 및 뇌혈관질환 월별 사망자수
심근경색과 뇌졸중은 주요한 사망원인으로 증상이 갑자기 나타나는 것이 특징이지만 조기에 발견해 치료하면 사망 및 장애를 막을 수 있다. 일상생활 시 갑자기 가슴통증이 30분 이상 지속되거나 호흡곤란, 식은땀, 구토, 현기증 등이 나타날 때 심근경색을 의심해야 한다. 한쪽 마비, 갑작스런 언어 및 시각장애, 어지럼증, 극심한 두통 등은 뇌졸중의 의심증상이다.
심근경색·뇌졸중의 증상 및 대처요령
심근경색과 뇌졸중의 증상을 미리 알아두어 주변에 환자가 발생할 경우 즉시 119에 도움을 요청하는 것이 가장 중요하다.
심근경색의 치료를 위한 최적시기(골든타임)는 2시간 이내이며, 뇌졸중의 경우는 3시간 이내다. 따라서 최대한 빠른 시간 안에 가깝고 큰 병원 응급실에 도착해 재관류요법(막힌 혈관을 다시 흐르게 뚫어주는 것)을 받으면, 발생하기 전과 같은 정상수준이나 장애를 거의 의식하지 않을 수 있는 상태까지 호전될 수 있다.
또한 심뇌혈관질환 예방과 관리를 위해 평소 정기적인 혈압, 혈당 및 콜레스테롤 수치를 체크하고 9대 생활수칙을 준수하는 것이 좋다. 생활습관 요인과 고혈압, 당뇨 등의 지속적인 관리를 통해 심근경색과 뇌졸중 같은 중증 심뇌혈관질환 발생을 예방할 수 있다.
▣심뇌혈관질환 예방관리를 위한 9대 생활수칙
1. 담배는 반드시 끊습니다. 2. 술은 하루에 한두 잔 이하로 줄입니다. 3. 음식은 싱겁게 골고루 먹고, 채소와 생선을 충분히 섭취합니다. 4. 가능한 한 매일 30분 이상 적절한 운동을 합니다. 5. 적정 체중과 허리둘레를 유지합니다. 6. 스트레스를 줄이고, 즐거운 마음으로 생활합니다. 7. 정기적으로 혈압, 혈당, 콜레스테롤을 측정합니다. 8. 고혈압, 당뇨병, 이상지질혈증(고지혈증)을 꾸준히 치료합니다. 9. 뇌졸중, 심근경색증의 응급 증상을 숙지하고 발생 즉시 병원에 갑니다.
질병관리청 정은경 청장은 “심뇌혈관질환 예방을 위해서는 건강한 생활습관을 꾸준히 실천하는 것이 중요하다”며 “응급상황에 대비해 평소 심근경색 및 뇌졸중 증상을 미리 알아두고, 발생 시 즉시 119에 도움을 요청하는 것이 좋다”고 강조했다.

헬스코리아뉴스 박민주 admin@hkn24.com
* Copyright ⓒ 헬스코리아뉴스 All Rights Reserved.
* 본 기사의 내용은 헬스조선의 편집방향과 일치하지 않을 수도 있습니다."
7,"한양대구리병원, 지역 취약계층 겨울패딩점퍼 전달",2020.12.08,"[의학신문·일간보사=오인규 기자] 한양대구리병원(원장 한동수)은 지난 7일 코로나19장기화로 어려움을 겪는 취약계층을 위해 겨울패딩점퍼 150벌을 구리시에 전달했다.
출처:의학신문
한동수 원장은 ""계속되는 코로나 확산과 추워지는 날씨로 더욱 힘든 시간을 보내고 있는 취약계층에게 작으나마 힘이 되었으면 한다""고 말했다.
안승남 구리시장은 ""한양대구리병원의 따뜻한 정성에 감사드리며 취약계층에 잘 전달될 수 있도록 하겠다""고 화답했다.
한편 한양대구리병원은 사랑의 실천의 이념으로 지역 주민의 건강뿐만 아니라 어려운 이웃에게 따뜻한 손길을 내밀며 지역사회에 보탬이 되고자 노력하고 있다.

의학신문 의학신문 오인규 기자 529@bosa.co.kr
* Copyright ⓒ 의학신문 All Rights Reserved.
* 본 기사의 내용은 헬스조선의 편집방향과 일치하지 않을 수도 있습니다."
8,"오비맥주, ‘따숨박스 캠페인’ 진행…“몽골 환경 난민에 따뜻한 겨울을”",2020.12.07,"▲따숨박스 캠페인 포스터 (사진=오비맥주 제공)

오비맥주는 국제 환경단체 푸른아시아와 함께 몽골 환경난민들의 따뜻한 겨울나기를 돕는 ‘따숨박스 캠페인’을 오는 21일까지 벌인다고 7일 밝혔다.

‘따숨박스 캠페인’은 오비맥주가 푸른아시아와 함께 2010년부터 펼치고 있는 ‘몽골 카스 희망의 숲’ 조성 사업의 일환이다. 급격한 기후변화로 생활 터전을 잃고 영하 40도 이하의 한파를 겪는 몽골 환경난민들의 겨울나기를 돕기 위해 마련했다.

오비맥주는 지난해 첫 따숨박스 캠페인을 통해 710kg에 달하는 따숨박스 60개를 기부 받아 몽골 환경난민들에게 전달했다. 지난해 호응에 힘입어 올해도 ‘따숨박스 캠페인’을 실시하게 됐다.

캠페인 참여를 원하는 사람은 깨끗하게 세탁한 겨울용 외투, 스웨터, 털모자, 목도리, 장갑 등의 방한용품을 12월 21일 월요일까지 받을 수 있도록 푸른아시아로 보내면 된다.

올해는 코로나19 방역에 취약한 몽골 환경난민을 위해 기부된 방한용품 1개 당 마스크와 손소독제로 구성된 방역지원 물품세트를 오비맥주가 추가로 몽골 환경난민들에게 선물한다.

오비맥주는 사내에도 별도의 수집 공간을 설치해 전 임직원들을 대상으로 방한용품을 기부 받는다. 일반 시민, 오비맥주 임직원, 푸른아시아 회원들에게 기부 받은 방한용품은 내년 1월 중 몽골 환경난민들에게 전달할 예정이다.

오비맥주 관계자는 “작년에 이어 올해도 영하 40도 이하의 혹독한 한파를 이겨내야 하는 몽골 환경난민들이 따뜻한 겨울을 보낼 수 있도록 캠페인을 실시하게 됐다”며 “녹색경영을 실천하는 기업으로서 기후변화로 인한 문제 해결을 위해 지속적으로 힘쓰겠다”고 말했다.

메디컬투데이 고동현 기자 august@mdtoday.co.kr
* Copyright ⓒ 메디컬투데이 All Rights Reserved.
* 본 기사의 내용은 헬스조선의 편집방향과 일치하지 않을 수도 있습니다."
9,"잠바주스, 홈파티 컨셉 겨울 시즌 음료 4종 출시",2020.12.07,"▲잠바주스가 추운 겨울 시즌을 맞아 히비스커스, 윈터프룻번치, 얼그레이 등 차(茶)를 활용한 따뜻한 연말 홈파티 컨셉의 겨울 시즌 음료 4종을 출시했다. (사진=SPC그룹 제공)

SPC그룹이 운영하는 생과일 음료 브랜드 잠바주스가 추운 겨울 시즌을 맞아 히비스커스, 윈터프룻번치, 얼그레이 등 차(茶)를 활용한 따뜻한 연말 홈파티 컨셉의 겨울 시즌 음료 4종을 출시했다고 7일 밝혔다.

신제품 4종은 ▲은은한 과일향이 특징인 윈터프룻번치 티와 이국적인 향의 히비스커스 티에 신선한 생과일 토핑, 시나몬 향을 더한 ‘캘리포니안 뱅쇼’ ▲신선한 착즙 오렌지주스와 윈터프룻번치 티에 생과일 토핑과 시나몬향을 더한 ‘블러드오렌지 뱅쇼’ ▲얼그레이 티의 향이 달콤한 핫 초코에 더해져 조화를 이루는 ‘얼그레이 핫초코’ ▲코코넛밀크를 활용한 스무디에 상큼한 딸기 과육을 넣어 식감을 살린 ‘딸기코코넛 스무디’ 등 4종이다.

잠바주스는 신제품 출시를 기념해 홈파티용품세트 프로모션을 진행한다. 매장에서 1만원 이상의 제품 구매 시 샴페인잔(4개), 테이블러너(1개),테이블 장식용 냅킨 2종(종류별 10장씩 총 20장)으로 구성된 실속 있는 홈파티용품세트를 1만2000원에 판매한다.

또한 이번달 20일까지 해피포인트 및 해피오더 어플리케이션에서는 1만원 제품 교환권과 홈파티용품세트를 1만8000원에 구매할 수 있는 픽업 프로모션도 만나볼 수 있다. 자세한 내용은 해피오더 어플리케이션을 참고하면 된다.

잠바주스 관계자는 “추운 겨울 시즌을 맞아 블렌딩 티를 활용 무알콜 뱅쇼 등 다양한 음료를 선보이게 됐다”며, “잠바주스의 따뜻한 음료와 함께 건강하게 한해를 마무리하길 바란다”고 전했다.

메디컬투데이 고동현 기자 august@mdtoday.co.kr
* Copyright ⓒ 메디컬투데이 All Rights Reserved.
* 본 기사의 내용은 헬스조선의 편집방향과 일치하지 않을 수도 있습니다."
